index,input,acp
326,"The patient opens the message to which he or she wishes to reply,",1
327,and The patient clicks the reply link above the message text.,1
328,"A patient renews the patient's expired prescriptions (i.e., prescriptions' end dates are earlier than the current date)",1
329,and therefore A patient finds the LHCPs who earlier wrote the patient's expired prescriptions (it is assumed that the doctors who wrote prescriptions are all LHCPs so no LHCP checks on the prescription-writing doctors are needed).,1
330,The HCP enters a MID  or name of a patient,1
331,The HCP confirms their selection.,1
332,The LHCP enters a patient's MID,1
333,The LHCP confirms his input.,1
334,The patient may type a last name or partial last name,1
335,The patient optionally reduces the list of choices by providing the specialty.,1
336,"The representative opens the message to which he or she wishes to reply,",1
337,The representative clicks the reply link above the message text.,1
338,The administrator adds a new entry for a hospital,1
339,The administrator modify the hospital name in an existing entry.,1
340,The patient enters the text of the response message (up to 1000 characters),1
341,The patient clicks the send button.,1
342,The HCP enters a MID of a patient,1
343,The HCP confirms their input.,1
344,The LHCP enters the text of the response message (up to 1000 characters),1
345,The LHCP clicks the send button.,1
346,A LHCP or ER views an emergency report,1
347,A LHCP or ER provides an MID.,1
348,The HCP can view a list of laboratory procedures,1
349,The HCP can update the status and comments.,1
350,The editor may correct the form,1
351,The editor add more information.,1
352,The health care personnel enters a MID of a patient,1
353,The health care personnel confirms their selection.,1
354,The LHCP types the subject (up to 100 characters) and the text of a message (up to 1000 characters),1
355,The LHCP clicks the send button.,1
356,(If a patient or personal representative has not taken an office visit satisfaction survey for an office visit yet) The patient may take the survey for an office visit,1
357,"(if the survey has already been taken, the patient or personal health representative will not have the ability to take the survey).",1
358,"(if the survey has already been taken, the patient or personal health representative will not have the ability to view their previously submitted survey).",1
359,"The LHCP enters the patient MID,",1
360,"The LHCP selects the type of appointment from a pull-down menu of the existing appointment types,",1
361,"The LHCP enters the appointment date and time,",1
362,The LHCP enters comment (optional) up to 1000 characters such as reason for the appointment.,1
363,"The user selects a message from the list to read by clicking the Read link beside the row for the message,",1
364,"the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",1
365,He can select a patient,1
366,He can enter data.,1
367,The list is sorted by the date of the last office visit.,0
368,Each row for an unread message in the message inbox is bolded.,0
369,The HCP is notified of possible interactions.,0
370,"The input data, a timestamp and the fact  and his MID are saved.",0
371,"Similarly a link of Older Activities shall be further displayed and so on.",0
372,UC18 Maintain a Hospital Listing Use Case,0
373,All events are logged.,0
374,The data in the database is analyzed.,0
375,UC16 Identify Risk of Chronic Disease Use Case,0
376,Patients with blood pressure or glucose level out of range are highlighted (normal blood pressure: systolic 90-140; diastolic 60-90; normal glucose 70-150).,0
377,UC17 Proactively Determine Needed Patient Care Use Case,0
378,"The appointments are listed in the format MM/DD/YYYY - AppointmentType.",0
379,"Loggin failures, valid authentication and log outs are also logged.",0
380,UC4 Enter or Edit Demographics Use Case,0
381,"The adverse event report changes to a status of removed.",0
382,An authenticated session ends when the user logs out or closes the iTrust application.,0
383,A prescription list is sorted by start date.,0
384,Currently available risk factors for chronic diseases are defined for Diabetes and Type 1 and Type2 and Heart Disease.,0
385,The list is sorted by the date of the last office visit (most recent first).,0
386,"Electronic sessions must terminate after a pre-determined period of inactivity.",0
387,Patients with no information for the current day are highlighted.,0
388,"The list is sorted based on the alphabetical order of the patients' last names, and then first names.",0
389,The hospital ID numbers for a LHCP are stored in the Medical Care Personnel Affiliation database.,0
390,The prescription report is titled with the patient name.,0
391,"The list is sorted by date of the last status update, most recent first.",0
392,The user's associated filter initially has all empty inputs for the filtering criteria before the user modifies it.,0
393,The patient is provided with the name for each physician.,0
394,Only the most recent 20 activities are listed in the user page after login.,0
395,"By default, all types of information are selected for monitoring.",0
396,The list is ranked by the quantity of patients the LHCP has treated for that diagnosis (each patient is only counted once regardless of the number of office visits).,0
397,Only laboratory procedures for which the HCP has allowed viewing access are shown.,0
398,A message is sent to the patient and their personal representative.,0
399,Patients with no information for the current day are highlighted in red.,0
400,The user interface shall be initially populated with the values of the filtering criteria from the previously saved filter.,0
401,"The LHCP's name, specialty, address, date of office visit, and whether or not the LHCP is a DLHCP for this patient is indicated.",0
402,The input data and a timestamp and the fact and their MID are saved.,0
403,The event is logged.,0
404,The list is sorted by the dates of the last status update.,0
405,These audit codes are summarized in the Audit & Transaction Codetable.,0
406,The row for each conflicting appointment is highlighted in bold.,0
407,UC29 Find LHCPs with Experience with a Diagnosis,0
408,Each user is associated with only one filter (being saved across login sessions) and applies only this saved filter.,0
409,A session that has been inactive for too long is terminated.,0
410,"The input data, a timestamp, and the fact and his MID are saved.",0
411,"The instructions can contain numbers, characters, symbols, blankspace and carriage return.",0
412,The hospital ID numbers for a LHCP are stored in the Medical Care Personnel Affiliation database (data format 5.11).,0
413,"The input data, a timestamp, and the fact and their MID are saved.",0
414,An activity feed is displayed.,0
